# chances.M4542
# photon
# CHANCES continuum tophat 4440-4650A -- continuum window avoiding Hbeta/OIII; low telluric risk
4435.00 0.000000
4440.00 1.000000
4441.00 1.000000
4442.00 1.000000
4443.00 1.000000
4444.00 1.000000
4445.00 1.000000
4446.00 1.000000
4447.00 1.000000
4448.00 1.000000
4449.00 1.000000
4450.00 1.000000
4451.00 1.000000
4452.00 1.000000
4453.00 1.000000
4454.00 1.000000
4455.00 1.000000
4456.00 1.000000
4457.00 1.000000
4458.00 1.000000
4459.00 1.000000
4460.00 1.000000
4461.00 1.000000
4462.00 1.000000
4463.00 1.000000
4464.00 1.000000
4465.00 1.000000
4466.00 1.000000
4467.00 1.000000
4468.00 1.000000
4469.00 1.000000
4470.00 1.000000
4471.00 1.000000
4472.00 1.000000
4473.00 1.000000
4474.00 1.000000
4475.00 1.000000
4476.00 1.000000
4477.00 1.000000
4478.00 1.000000
4479.00 1.000000
4480.00 1.000000
4481.00 1.000000
4482.00 1.000000
4483.00 1.000000
4484.00 1.000000
4485.00 1.000000
4486.00 1.000000
4487.00 1.000000
4488.00 1.000000
4489.00 1.000000
4490.00 1.000000
4491.00 1.000000
4492.00 1.000000
4493.00 1.000000
4494.00 1.000000
4495.00 1.000000
4496.00 1.000000
4497.00 1.000000
4498.00 1.000000
4499.00 1.000000
4500.00 1.000000
4501.00 1.000000
4502.00 1.000000
4503.00 1.000000
4504.00 1.000000
4505.00 1.000000
4506.00 1.000000
4507.00 1.000000
4508.00 1.000000
4509.00 1.000000
4510.00 1.000000
4511.00 1.000000
4512.00 1.000000
4513.00 1.000000
4514.00 1.000000
4515.00 1.000000
4516.00 1.000000
4517.00 1.000000
4518.00 1.000000
4519.00 1.000000
4520.00 1.000000
4521.00 1.000000
4522.00 1.000000
4523.00 1.000000
4524.00 1.000000
4525.00 1.000000
4526.00 1.000000
4527.00 1.000000
4528.00 1.000000
4529.00 1.000000
4530.00 1.000000
4531.00 1.000000
4532.00 1.000000
4533.00 1.000000
4534.00 1.000000
4535.00 1.000000
4536.00 1.000000
4537.00 1.000000
4538.00 1.000000
4539.00 1.000000
4540.00 1.000000
4541.00 1.000000
4542.00 1.000000
4543.00 1.000000
4544.00 1.000000
4545.00 1.000000
4546.00 1.000000
4547.00 1.000000
4548.00 1.000000
4549.00 1.000000
4550.00 1.000000
4551.00 1.000000
4552.00 1.000000
4553.00 1.000000
4554.00 1.000000
4555.00 1.000000
4556.00 1.000000
4557.00 1.000000
4558.00 1.000000
4559.00 1.000000
4560.00 1.000000
4561.00 1.000000
4562.00 1.000000
4563.00 1.000000
4564.00 1.000000
4565.00 1.000000
4566.00 1.000000
4567.00 1.000000
4568.00 1.000000
4569.00 1.000000
4570.00 1.000000
4571.00 1.000000
4572.00 1.000000
4573.00 1.000000
4574.00 1.000000
4575.00 1.000000
4576.00 1.000000
4577.00 1.000000
4578.00 1.000000
4579.00 1.000000
4580.00 1.000000
4581.00 1.000000
4582.00 1.000000
4583.00 1.000000
4584.00 1.000000
4585.00 1.000000
4586.00 1.000000
4587.00 1.000000
4588.00 1.000000
4589.00 1.000000
4590.00 1.000000
4591.00 1.000000
4592.00 1.000000
4593.00 1.000000
4594.00 1.000000
4595.00 1.000000
4596.00 1.000000
4597.00 1.000000
4598.00 1.000000
4599.00 1.000000
4600.00 1.000000
4601.00 1.000000
4602.00 1.000000
4603.00 1.000000
4604.00 1.000000
4605.00 1.000000
4606.00 1.000000
4607.00 1.000000
4608.00 1.000000
4609.00 1.000000
4610.00 1.000000
4611.00 1.000000
4612.00 1.000000
4613.00 1.000000
4614.00 1.000000
4615.00 1.000000
4616.00 1.000000
4617.00 1.000000
4618.00 1.000000
4619.00 1.000000
4620.00 1.000000
4621.00 1.000000
4622.00 1.000000
4623.00 1.000000
4624.00 1.000000
4625.00 1.000000
4626.00 1.000000
4627.00 1.000000
4628.00 1.000000
4629.00 1.000000
4630.00 1.000000
4631.00 1.000000
4632.00 1.000000
4633.00 1.000000
4634.00 1.000000
4635.00 1.000000
4636.00 1.000000
4637.00 1.000000
4638.00 1.000000
4639.00 1.000000
4640.00 1.000000
4641.00 1.000000
4642.00 1.000000
4643.00 1.000000
4644.00 1.000000
4645.00 1.000000
4646.00 1.000000
4647.00 1.000000
4648.00 1.000000
4649.00 1.000000
4650.00 1.000000
4655.00 0.000000
